Age,Gender,Education Level,Years of Experience,Job Role,Department,Location,Performance Rating,Skills,Company Tier,Certifications,Past Companies,Salary
41,Female,Bachelor,19,HR Manager,HR,Remote,1.0,Management,Enterprise,Basic,2,4304089.23
29,Male,Master,8,Marketing Specialist,Marketing,Remote,3.0,Management,Mid-Size,Basic,1,1766331.8
28,Female,Bachelor,8,Marketing Specialist,Marketing,Kolkata,,Management,Startup,None,4,1506954.34
24,Female,Master,4,Software Engineer,IT,Bangalore,5.0,Python,Mid-Size,Basic,5,2903854.12
38,Female,Bachelor,20,Sales Rep,Sales,Mumbai,3.0,SQL,Mid-Size,None,2,3664060.63
54,Female,Master,32,Software Engineer,IT,Kolkata,2.0,Python,Mid-Size,Basic,4,11008126.65
33,Male,Bachelor,15,Marketing Specialist,Marketing,Mumbai,4.0,Communication,Mid-Size,Basic,1,3378586.68
43,Male,Bachelor,24,Data Scientist,IT,Chennai,4.0,SQL,Mid-Size,None,3,7161865.31
43,Male,High School,25,Data Scientist,IT,Hyderabad,2.0,Marketing,Startup,None,4,5737681.75
51,Male,Bachelor,27,Software Engineer,IT,Mumbai,1.0,Management,Startup,Basic,0,5872295.06
59,Female,Bachelor,41,Marketing Specialist,Marketing,Bangalore,2.0,Communication,Mid-Size,None,3,9395949.52
59,Male,Bachelor,35,Data Scientist,IT,Delhi,2.0,SQL,Mid-Size,Basic,3,10688682.67
29,Other,Master,8,Marketing Specialist,Marketing,Kolkata,1.0,Python,Startup,Basic,1,1642567.65
48,Female,High School,25,Data Scientist,IT,Mumbai,1.0,Management,Enterprise,Basic,1,7946476.82
48,Female,Bachelor,28,Marketing Specialist,Marketing,Mumbai,3.0,Python,Startup,None,2,4726285.91
55,Male,Bachelor,31,HR Manager,HR,Bangalore,3.0,SQL,Mid-Size,None,2,7358869.16
42,Female,High School,20,Marketing Specialist,Marketing,Hyderabad,1.0,SQL,Startup,Basic,0,2780962.74
51,Female,Bachelor,33,Marketing Specialist,Marketing,Mumbai,4.0,Communication,Startup,None,3,5907562.32
54,Male,Bachelor,30,Software Engineer,IT,Mumbai,,Marketing,Enterprise,Basic,0,10461350.39
49,Female,Bachelor,27,HR Manager,HR,Hyderabad,2.0,Python,Startup,Basic,0,5064743.64
54,Female,Bachelor,31,Sales Rep,Sales,Bangalore,5.0,,Mid-Size,None,1,6080533.22
26,Male,Bachelor,3,Software Engineer,IT,Kolkata,2.0,Management,Startup,Basic,0,809594.38
40,Female,Bachelor,22,Sales Rep,Sales,Kolkata,,Marketing,Mid-Size,None,0,3176333.86
25,Male,High School,6,Data Scientist,IT,Mumbai,5.0,Communication,Enterprise,None,4,2690846.04
56,Male,Bachelor,38,Sales Rep,Sales,Hyderabad,1.0,Python,Startup,Advanced,2,7336657.74
38,Male,PhD,17,Marketing Specialist,Marketing,Mumbai,4.0,SQL,Enterprise,Advanced,2,8778448.24
49,Male,Bachelor,25,Sales Rep,Sales,Remote,2.0,Management,Mid-Size,None,3,3559363.05
51,Male,Master,31,Software Engineer,IT,Delhi,5.0,Python,Mid-Size,Advanced,2,11936231.14
50,Male,Bachelor,31,Software Engineer,IT,Kolkata,3.0,Marketing,Mid-Size,None,5,8231519.58
27,Other,Master,9,Sales Rep,Sales,Remote,2.0,Marketing,Enterprise,None,3,2352653.07
56,Female,Master,34,Software Engineer,IT,Chennai,4.0,SQL,Startup,None,4,10017137.47
58,Other,Bachelor,39,Software Engineer,IT,Delhi,1.0,SQL,Startup,Advanced,2,9716339.41
45,Male,PhD,21,Sales Rep,Sales,Mumbai,2.0,Management,Enterprise,None,4,8078639.78
50,Male,Bachelor,31,HR Manager,HR,Bangalore,2.0,Management,Mid-Size,None,2,7323620.46
52,,High School,28,HR Manager,HR,Kolkata,5.0,SQL,Startup,None,2,3601366.51
56,Male,Master,38,Data Scientist,IT,Chennai,3.0,SQL,Mid-Size,Basic,4,15997418.23
54,Male,Master,30,Software Engineer,IT,Delhi,3.0,Marketing,Mid-Size,None,0,8270041.16
42,Female,Bachelor,23,Sales Rep,Sales,Kolkata,1.0,SQL,Mid-Size,None,0,3278024.86
53,Male,Bachelor,31,Software Engineer,IT,Hyderabad,4.0,Communication,Startup,None,0,6670351.31
44,Female,High School,21,Marketing Specialist,Marketing,Bangalore,1.0,Python,Mid-Size,Basic,5,4680031.15
54,Female,Bachelor,35,Software Engineer,IT,Delhi,2.0,SQL,Startup,Basic,0,7019830.69
24,Male,Master,0,Software Engineer,IT,Hyderabad,2.0,Management,Mid-Size,None,2,484273.9
39,Male,Bachelor,16,HR Manager,HR,Remote,3.0,Communication,Enterprise,Basic,1,3701019.85
46,Female,Bachelor,22,Sales Rep,Sales,Mumbai,4.0,Management,Mid-Size,None,4,4420313.92
52,Male,Bachelor,30,Software Engineer,IT,Hyderabad,5.0,Communication,Startup,Basic,1,7475465.45
24,Male,High School,0,HR Manager,HR,Delhi,4.0,SQL,Startup,None,5,354125.86
45,Other,Bachelor,27,Data Scientist,IT,Delhi,2.0,Python,Mid-Size,None,1,6940497.54
53,Male,Master,33,HR Manager,HR,Remote,5.0,Management,Mid-Size,None,3,6902572.79
43,Female,PhD,24,HR Manager,HR,Mumbai,,Communication,Startup,Basic,0,6624522.25
44,Other,Master,24,HR Manager,HR,Hyderabad,4.0,Marketing,Mid-Size,Basic,5,8370046.54
23,Male,High School,0,Software Engineer,IT,Hyderabad,5.0,SQL,Startup,None,2,419155.92
48,Male,Master,26,Software Engineer,IT,Mumbai,2.0,Python,Startup,Basic,0,7334546.91
23,Male,Master,4,Data Scientist,IT,Hyderabad,4.0,SQL,Startup,None,0,1739436.34
47,Male,Master,23,Marketing Specialist,Marketing,Kolkata,5.0,Marketing,Startup,None,1,4189393.87
38,Male,Bachelor,15,Marketing Specialist,Marketing,Mumbai,2.0,Python,Startup,None,3,2735475.29
54,Female,Bachelor,33,Marketing Specialist,Marketing,Bangalore,5.0,Marketing,Mid-Size,Basic,0,7565505.2
30,Male,Bachelor,6,Data Scientist,IT,Delhi,,SQL,Enterprise,Basic,4,3452433.73
50,Female,High School,30,Marketing Specialist,Marketing,Bangalore,4.0,Communication,Mid-Size,None,4,5956605.97
47,Other,Bachelor,28,Marketing Specialist,Marketing,Kolkata,2.0,SQL,Startup,None,0,3738583.55
56,Female,Bachelor,36,HR Manager,HR,Remote,4.0,SQL,Startup,None,1,4548577.7
46,Female,Bachelor,27,Software Engineer,IT,Kolkata,1.0,SQL,Startup,None,1,4996885.81
45,Male,Master,21,Software Engineer,IT,Chennai,1.0,Management,Startup,None,2,5670155.24
34,Female,Bachelor,16,HR Manager,HR,Chennai,2.0,Marketing,Mid-Size,None,5,3873819.0
28,Female,High School,5,HR Manager,HR,Chennai,,Marketing,Mid-Size,None,5,1266970.63
57,Male,PhD,33,HR Manager,HR,Mumbai,4.0,Marketing,Startup,None,5,10204526.15
41,Male,PhD,21,Software Engineer,IT,Hyderabad,4.0,Management,Startup,None,3,8015724.08
22,,Master,1,Marketing Specialist,Marketing,Kolkata,2.0,Communication,Startup,None,1,446462.97
29,Male,PhD,8,HR Manager,HR,Bangalore,2.0,SQL,Startup,None,2,2790073.35
37,,Bachelor,15,Data Scientist,IT,Remote,1.0,Communication,Mid-Size,Basic,4,4047792.3
35,Male,PhD,16,HR Manager,HR,Bangalore,3.0,Management,Startup,None,5,5701028.6
33,Male,High School,13,Sales Rep,Sales,Bangalore,2.0,Marketing,Mid-Size,Basic,4,2701115.08
44,Female,Bachelor,22,HR Manager,HR,Bangalore,3.0,SQL,Mid-Size,None,4,5849428.54
36,Female,Bachelor,16,Software Engineer,IT,Remote,2.0,Python,Enterprise,None,0,3857611.16
49,Female,Bachelor,30,HR Manager,HR,Chennai,5.0,Python,Enterprise,None,3,8455451.57
55,Male,Bachelor,31,Sales Rep,Sales,Bangalore,5.0,Communication,Mid-Size,None,2,6415709.67
23,Male,Master,0,Data Scientist,IT,Remote,1.0,Marketing,Startup,None,3,232312.18
53,Male,Master,32,Marketing Specialist,Marketing,Remote,1.0,Python,Mid-Size,Advanced,0,6680813.15
44,Male,Bachelor,20,HR Manager,HR,Hyderabad,3.0,,Mid-Size,None,2,4423621.87
43,Male,Bachelor,19,Sales Rep,Sales,Remote,2.0,Management,Startup,None,2,2211167.84
46,Female,Master,28,Sales Rep,Sales,Chennai,4.0,Communication,Mid-Size,Basic,1,6402621.48
43,Male,Master,22,Data Scientist,IT,Bangalore,1.0,Communication,Enterprise,None,3,12386376.7
43,Female,Bachelor,21,Software Engineer,IT,Remote,4.0,Communication,Mid-Size,Basic,3,4927284.74
27,Male,Master,4,HR Manager,HR,Mumbai,4.0,SQL,Startup,None,1,1250738.17
36,Male,Bachelor,18,Sales Rep,Sales,Remote,2.0,Communication,Startup,Advanced,4,2716553.39
58,Male,Bachelor,36,Data Scientist,IT,Delhi,3.0,Communication,Mid-Size,None,0,8805875.19
54,Other,PhD,35,Marketing Specialist,Marketing,Delhi,,SQL,Startup,None,3,8422851.88
29,Female,Bachelor,11,Sales Rep,Sales,Delhi,1.0,SQL,Mid-Size,Basic,1,2002223.32
26,Other,Bachelor,4,Data Scientist,IT,Remote,4.0,Management,Mid-Size,None,2,1242028.46
25,Male,Master,6,Software Engineer,IT,Chennai,2.0,Marketing,Startup,None,5,2215459.75
27,Male,Master,6,Software Engineer,IT,Bangalore,2.0,Python,Enterprise,Basic,1,3724948.03
53,Female,High School,30,Sales Rep,Sales,Kolkata,2.0,Python,Mid-Size,None,5,4230129.36
51,Male,Bachelor,32,Sales Rep,Sales,Kolkata,1.0,Communication,Startup,None,4,4584254.45
56,Female,High School,32,HR Manager,HR,Kolkata,3.0,Management,Mid-Size,Basic,0,4668868.95
37,Male,Master,17,Data Scientist,IT,Chennai,2.0,Communication,Mid-Size,None,5,7039907.19
34,Male,Bachelor,15,Sales Rep,Sales,Hyderabad,1.0,Python,Mid-Size,Basic,4,3359557.97
51,Male,Bachelor,32,HR Manager,HR,Mumbai,4.0,SQL,Enterprise,Advanced,5,12592531.09
40,Male,PhD,17,HR Manager,HR,Mumbai,5.0,Marketing,Mid-Size,None,2,5848992.03
38,Female,Bachelor,18,Sales Rep,Sales,Delhi,1.0,Management,Enterprise,None,2,3816480.68
40,Male,Bachelor,16,Software Engineer,IT,Delhi,5.0,SQL,Mid-Size,None,2,4194906.89
49,Male,Bachelor,27,Data Scientist,IT,Remote,2.0,Marketing,Mid-Size,None,2,5962854.31
47,Male,Master,25,Data Scientist,IT,Kolkata,2.0,Management,Enterprise,Advanced,1,12587130.75
58,Male,High School,39,Software Engineer,IT,Remote,1.0,Management,Mid-Size,None,2,6063476.36
47,Female,Bachelor,27,Sales Rep,Sales,Kolkata,5.0,Python,Startup,None,2,3706763.11
44,Female,Master,24,Data Scientist,IT,Delhi,2.0,SQL,Mid-Size,Basic,1,8491761.32
30,Other,Bachelor,6,Sales Rep,Sales,Bangalore,4.0,Management,Mid-Size,Basic,2,1747517.01
33,Female,Bachelor,10,Sales Rep,Sales,Hyderabad,3.0,,Startup,None,4,2039994.12
22,Male,Bachelor,1,HR Manager,HR,Remote,3.0,Marketing,Enterprise,None,4,550662.58
22,Female,High School,0,Software Engineer,IT,Hyderabad,2.0,Python,Startup,Basic,3,288285.84
55,Male,Bachelor,32,Sales Rep,Sales,Hyderabad,5.0,Communication,Startup,Advanced,4,7074923.22
53,Male,Bachelor,35,Marketing Specialist,Marketing,Hyderabad,,Python,Enterprise,Basic,0,9347367.46
46,Female,Bachelor,24,Software Engineer,IT,Delhi,5.0,Communication,Mid-Size,None,0,5472749.01
22,Male,High School,0,Data Scientist,IT,Mumbai,4.0,SQL,Startup,None,0,410845.69
37,Female,Master,15,HR Manager,HR,Delhi,5.0,SQL,Mid-Size,None,1,3874814.76
26,Male,PhD,5,Data Scientist,IT,Hyderabad,2.0,Management,Mid-Size,None,4,3145083.18
43,Female,Master,25,Data Scientist,IT,Delhi,4.0,SQL,Startup,Advanced,0,8376480.87
50,Female,Master,29,Software Engineer,IT,Hyderabad,1.0,Management,Enterprise,Basic,3,14643660.19
24,Female,Bachelor,0,Data Scientist,IT,Chennai,3.0,Python,Mid-Size,Advanced,1,620411.76
33,Female,PhD,15,Sales Rep,Sales,Kolkata,2.0,SQL,Mid-Size,None,3,3906032.43
47,Female,Bachelor,28,Data Scientist,IT,Mumbai,2.0,Python,Mid-Size,Basic,4,9969656.98
37,Male,PhD,14,HR Manager,HR,Chennai,2.0,Python,Mid-Size,Basic,2,4860390.4
58,Female,PhD,40,HR Manager,HR,Bangalore,4.0,SQL,Startup,Basic,3,13763869.66
43,Male,Master,19,Marketing Specialist,Marketing,Delhi,1.0,Python,Startup,None,2,3743684.4
50,Female,PhD,26,HR Manager,HR,Bangalore,5.0,SQL,Mid-Size,None,1,9078599.77
35,Female,Bachelor,14,Data Scientist,IT,Remote,1.0,SQL,Enterprise,Basic,3,4700632.13
49,Female,Bachelor,27,HR Manager,HR,Delhi,4.0,SQL,Startup,None,3,4628639.71
26,Male,Bachelor,8,Software Engineer,IT,Kolkata,2.0,Communication,Mid-Size,Advanced,5,2954520.2
51,Male,Bachelor,28,HR Manager,HR,Chennai,3.0,Python,Enterprise,None,1,7062225.48
26,Female,High School,8,Sales Rep,Sales,Kolkata,2.0,Marketing,Startup,Basic,1,990537.63
33,Male,Master,13,Software Engineer,IT,Remote,5.0,SQL,Startup,Basic,0,3159399.47
37,Male,PhD,15,Marketing Specialist,Marketing,Hyderabad,3.0,Python,Startup,Basic,4,5162128.74
47,Male,Bachelor,24,Sales Rep,Sales,Kolkata,2.0,Management,Mid-Size,None,3,4047985.95
47,Other,Master,24,Data Scientist,IT,Kolkata,3.0,SQL,Startup,Advanced,3,8758588.14
42,Female,PhD,23,Data Scientist,IT,Hyderabad,1.0,SQL,Mid-Size,Basic,1,11125534.7
57,Male,PhD,36,Data Scientist,IT,Delhi,4.0,Marketing,Mid-Size,None,1,13962067.63
54,Male,PhD,35,Sales Rep,Sales,Hyderabad,,Communication,Mid-Size,Basic,4,11581044.12
51,Male,Bachelor,28,Sales Rep,Sales,Chennai,5.0,Communication,Startup,None,1,3989756.95
58,Female,PhD,36,Sales Rep,Sales,Kolkata,1.0,SQL,Mid-Size,None,2,8133542.66
44,Female,Master,26,Software Engineer,IT,Hyderabad,2.0,Python,Mid-Size,None,2,8947880.2
31,Male,Bachelor,13,Software Engineer,IT,Remote,1.0,Management,Enterprise,Basic,5,4381222.44
26,Male,Bachelor,4,Data Scientist,IT,Remote,5.0,Management,Enterprise,None,2,1725519.1
57,Male,Master,34,HR Manager,HR,Kolkata,2.0,Python,Mid-Size,Basic,2,8495983.82
55,Female,Bachelor,31,Data Scientist,IT,Chennai,5.0,SQL,Mid-Size,None,4,9806182.36
52,Female,Master,34,Marketing Specialist,Marketing,Bangalore,3.0,Management,Startup,None,3,8444120.37
31,Male,Master,7,Software Engineer,IT,Chennai,5.0,Communication,Startup,Advanced,2,3104796.79
40,Male,Bachelor,22,Sales Rep,Sales,Mumbai,3.0,Python,Startup,Basic,5,4284635.85
53,Male,Bachelor,35,Software Engineer,IT,Mumbai,2.0,Marketing,Mid-Size,Advanced,1,10801867.07
22,Other,Master,1,Sales Rep,Sales,Mumbai,3.0,SQL,Startup,None,2,598970.6
26,Male,Bachelor,5,Marketing Specialist,Marketing,Kolkata,2.0,Python,Startup,None,5,1013156.06
25,Female,High School,5,Marketing Specialist,Marketing,Remote,2.0,Management,Enterprise,Basic,4,1137498.8
37,,High School,18,Software Engineer,IT,Delhi,4.0,SQL,Startup,Basic,1,3248993.96
45,Male,Bachelor,23,Sales Rep,Sales,Remote,2.0,Communication,Startup,None,5,2950276.49
37,Male,PhD,15,Marketing Specialist,Marketing,Delhi,3.0,SQL,Startup,None,2,3744963.57
23,Male,Bachelor,1,Data Scientist,IT,Delhi,,SQL,Mid-Size,Basic,3,948403.27
49,Female,Master,29,Data Scientist,IT,Remote,4.0,Communication,Mid-Size,None,1,7797055.65
53,,Bachelor,32,Sales Rep,Sales,Kolkata,2.0,Communication,Startup,Basic,1,4338137.95
48,Female,Bachelor,25,Software Engineer,IT,Chennai,5.0,SQL,Mid-Size,None,3,6804341.35
41,Female,Master,17,Marketing Specialist,Marketing,Delhi,5.0,Communication,Mid-Size,None,1,4048688.33
45,Male,Master,21,Software Engineer,IT,Bangalore,4.0,Python,Enterprise,Advanced,2,13270261.37
33,Other,High School,10,Data Scientist,IT,Remote,2.0,Communication,Enterprise,None,1,2426785.11
56,Female,Bachelor,36,Marketing Specialist,Marketing,Remote,5.0,Communication,Enterprise,None,2,7061900.47
54,Male,High School,31,Software Engineer,IT,Mumbai,2.0,SQL,Mid-Size,Basic,3,7363723.43
54,Other,Bachelor,32,HR Manager,HR,Chennai,2.0,Python,Startup,None,0,4903982.7
58,Female,Master,39,Sales Rep,Sales,Mumbai,4.0,Marketing,Startup,None,3,7725013.29
33,Female,Bachelor,15,Sales Rep,Sales,Remote,4.0,Marketing,Startup,Basic,2,1927801.91
24,Female,Bachelor,0,HR Manager,HR,Remote,1.0,Management,Mid-Size,None,4,155331.5
22,Female,Bachelor,1,Data Scientist,IT,Delhi,5.0,Communication,Enterprise,None,3,1229387.2
54,Female,PhD,33,Marketing Specialist,Marketing,Chennai,5.0,Communication,Mid-Size,None,4,10507904.57
31,Male,PhD,11,Sales Rep,Sales,Hyderabad,5.0,Python,Startup,None,4,3329814.43
50,Male,High School,29,HR Manager,HR,Bangalore,3.0,Marketing,Mid-Size,Basic,2,6046076.61
34,Female,Master,12,HR Manager,HR,Delhi,2.0,Management,Enterprise,Basic,2,4459187.41
33,Male,Bachelor,9,Data Scientist,IT,Remote,4.0,Python,Mid-Size,None,0,2148235.35
52,Male,Bachelor,29,Data Scientist,IT,Delhi,5.0,Communication,Enterprise,Basic,5,13057059.34
23,Male,Master,1,Software Engineer,IT,Bangalore,1.0,Marketing,Enterprise,Advanced,1,1291881.15
56,Male,PhD,36,Sales Rep,Sales,Remote,5.0,Management,Enterprise,None,3,9978069.53
44,Female,PhD,22,Software Engineer,IT,Bangalore,2.0,SQL,Mid-Size,Basic,2,10800294.45
38,Female,Bachelor,15,HR Manager,HR,Hyderabad,2.0,Marketing,Mid-Size,None,3,3592148.62
47,Male,Bachelor,28,Marketing Specialist,Marketing,Delhi,,Management,Startup,Basic,5,5601627.09
29,Male,Master,9,Marketing Specialist,Marketing,Kolkata,3.0,Python,Startup,Advanced,5,2785284.13
50,Male,Bachelor,31,Data Scientist,IT,Delhi,4.0,SQL,Mid-Size,None,4,9258545.44
47,Female,Bachelor,29,Marketing Specialist,Marketing,Mumbai,5.0,Management,Startup,None,1,4821223.07
31,Female,Bachelor,12,Marketing Specialist,Marketing,Chennai,1.0,Management,Enterprise,None,0,2861565.99
47,Male,Master,29,Marketing Specialist,Marketing,Chennai,4.0,Communication,Startup,None,3,6314411.33
55,Female,Bachelor,37,HR Manager,HR,Mumbai,3.0,Marketing,Enterprise,None,1,9588091.6
28,Female,Bachelor,9,Marketing Specialist,Marketing,Remote,4.0,Communication,Startup,Basic,0,1370452.71
25,Female,PhD,5,Marketing Specialist,Marketing,Chennai,2.0,SQL,Startup,None,3,1589387.97
32,Female,Bachelor,9,Marketing Specialist,Marketing,Bangalore,5.0,Management,Enterprise,None,1,2996732.61
50,Male,Bachelor,28,Software Engineer,IT,Chennai,5.0,Communication,Startup,Basic,2,6792238.04
57,Female,Bachelor,35,HR Manager,HR,Chennai,5.0,Marketing,Startup,None,3,6317450.55
46,Male,High School,23,Data Scientist,IT,Mumbai,5.0,SQL,Startup,Advanced,1,5738993.93
42,Female,High School,18,Software Engineer,IT,Remote,,Python,Mid-Size,Basic,5,3907941.72
57,Female,Bachelor,33,Sales Rep,Sales,Hyderabad,5.0,Communication,Startup,None,0,4879296.62
31,Female,Master,13,HR Manager,HR,Chennai,1.0,SQL,Mid-Size,None,1,3160481.3
58,Female,Bachelor,40,HR Manager,HR,Kolkata,3.0,Python,Mid-Size,None,2,7222256.06
30,Male,PhD,10,Sales Rep,Sales,Chennai,5.0,Communication,Mid-Size,Basic,3,3505953.77
45,Female,Bachelor,24,Sales Rep,Sales,Hyderabad,3.0,SQL,Mid-Size,None,3,4733280.89
56,Other,Bachelor,37,Sales Rep,Sales,Mumbai,5.0,SQL,Mid-Size,Basic,3,7693155.91
56,Female,Bachelor,38,Data Scientist,IT,Hyderabad,4.0,Communication,Startup,Basic,2,10827064.5
57,Male,Bachelor,35,Marketing Specialist,Marketing,Mumbai,5.0,SQL,Enterprise,None,0,8421226.6
39,Male,Master,19,HR Manager,HR,Bangalore,2.0,Management,Startup,Basic,3,5622701.29
53,Male,Bachelor,34,Marketing Specialist,Marketing,Mumbai,1.0,Communication,Mid-Size,None,0,6024974.4
45,Female,Bachelor,25,Marketing Specialist,Marketing,Bangalore,4.0,SQL,Mid-Size,Advanced,1,6900737.15
44,Female,Master,25,Sales Rep,Sales,Bangalore,4.0,Python,Enterprise,None,5,9535648.03
53,Male,PhD,34,Data Scientist,IT,Mumbai,2.0,Python,Mid-Size,Basic,5,18436217.87
58,Female,Master,35,Software Engineer,IT,Kolkata,5.0,Management,Startup,None,0,7879697.86
33,Female,Bachelor,15,Data Scientist,IT,Delhi,1.0,Communication,Mid-Size,Basic,0,4134262.68
34,Female,Master,14,Marketing Specialist,Marketing,Mumbai,4.0,SQL,Mid-Size,None,5,4316339.65
44,Female,Bachelor,24,Data Scientist,IT,Chennai,1.0,SQL,Startup,None,3,6035216.49
46,Female,Bachelor,23,Sales Rep,Sales,Kolkata,4.0,Python,Mid-Size,None,4,4103271.9
56,Female,Bachelor,34,Software Engineer,IT,Kolkata,5.0,Management,Mid-Size,None,4,8784442.84
51,Male,Bachelor,29,Sales Rep,Sales,Chennai,4.0,Python,Enterprise,Basic,2,7268496.68
38,Female,Bachelor,14,Software Engineer,IT,Delhi,4.0,Python,Mid-Size,Basic,5,4599859.5
41,Female,Bachelor,23,Marketing Specialist,Marketing,Kolkata,3.0,Management,Startup,None,5,3929124.59
46,Female,Master,28,Software Engineer,IT,Bangalore,5.0,Communication,Startup,None,2,9047706.59
43,Female,Bachelor,22,Software Engineer,IT,Delhi,2.0,SQL,Enterprise,None,4,7581418.57
34,Female,High School,11,Software Engineer,IT,Remote,2.0,Communication,Enterprise,None,1,2339589.17
40,Male,High School,18,Data Scientist,IT,Chennai,5.0,Marketing,Startup,None,3,3826022.13
57,Male,PhD,38,Data Scientist,IT,Delhi,2.0,Marketing,Startup,None,3,13467613.08
33,Male,Bachelor,13,Marketing Specialist,Marketing,Mumbai,5.0,Marketing,Mid-Size,None,1,2817509.82
40,Male,Bachelor,22,Software Engineer,IT,Delhi,2.0,Management,Startup,None,1,4383138.84
33,Female,Master,13,HR Manager,HR,Bangalore,3.0,Python,Startup,Advanced,4,4783808.3
30,Other,Master,10,Marketing Specialist,Marketing,Mumbai,2.0,Communication,Startup,None,2,2343990.69
28,Male,Bachelor,7,Software Engineer,IT,Hyderabad,4.0,SQL,Startup,None,1,2017302.58
49,Male,Master,27,Software Engineer,IT,Chennai,5.0,Marketing,Mid-Size,Basic,2,9632248.07
35,Female,Master,17,Data Scientist,IT,Chennai,1.0,Communication,Mid-Size,Basic,0,6043419.71
52,Male,Master,32,Marketing Specialist,Marketing,Delhi,1.0,Marketing,Startup,None,3,6419894.75
40,Female,Bachelor,22,Software Engineer,IT,Kolkata,5.0,Marketing,Startup,Basic,4,5400259.95
37,Female,Master,18,Software Engineer,IT,Mumbai,3.0,SQL,Startup,Basic,3,6036617.05
26,Female,Bachelor,5,Marketing Specialist,Marketing,Hyderabad,2.0,Management,Mid-Size,None,4,1498786.63
56,,Bachelor,37,HR Manager,HR,Mumbai,3.0,Python,Startup,None,0,5923316.56
33,Male,Bachelor,15,Marketing Specialist,Marketing,Chennai,1.0,Management,Mid-Size,None,3,3155340.85
46,Female,High School,22,Marketing Specialist,Marketing,Mumbai,5.0,Communication,Mid-Size,None,0,3357610.91
42,,Bachelor,24,HR Manager,HR,Hyderabad,5.0,Management,Startup,None,4,5043939.93
57,Male,Master,35,Marketing Specialist,Marketing,Kolkata,3.0,Communication,Startup,Basic,1,6824048.61
44,Female,High School,24,Software Engineer,IT,Delhi,3.0,Communication,Startup,None,3,4198862.41
37,Male,Bachelor,17,Marketing Specialist,Marketing,Bangalore,2.0,Python,Mid-Size,None,0,3591659.01
35,Female,Bachelor,16,HR Manager,HR,Mumbai,4.0,SQL,Enterprise,None,5,5324064.09
52,Male,High School,31,Sales Rep,Sales,Bangalore,4.0,Python,Startup,None,3,4491747.65
26,Other,PhD,2,Marketing Specialist,Marketing,Chennai,2.0,Management,Enterprise,Basic,3,1378826.88
56,Male,Bachelor,33,Data Scientist,IT,Delhi,4.0,Communication,Startup,None,3,7989293.24
44,Male,Bachelor,24,Software Engineer,IT,Remote,1.0,Marketing,Enterprise,Advanced,2,7706424.96
50,Male,Bachelor,28,Software Engineer,IT,Delhi,4.0,,Mid-Size,None,0,6167978.57
32,Male,Bachelor,13,Data Scientist,IT,Mumbai,2.0,Communication,Mid-Size,None,0,3675661.24
39,Female,High School,20,Data Scientist,IT,Kolkata,4.0,Python,Mid-Size,Basic,3,4939862.01
33,Other,Master,10,Marketing Specialist,Marketing,Delhi,,SQL,Mid-Size,None,1,2530416.05
30,Male,PhD,8,Data Scientist,IT,Mumbai,3.0,Python,Enterprise,None,3,5548456.28
31,Male,Bachelor,10,Sales Rep,Sales,Mumbai,1.0,Communication,Mid-Size,Basic,2,2039098.2
38,Female,Master,16,HR Manager,HR,Bangalore,5.0,Communication,Mid-Size,None,4,5657881.17
59,Female,Master,38,Data Scientist,IT,Delhi,5.0,SQL,Startup,Basic,2,12134618.1
28,Female,Master,6,Data Scientist,IT,Mumbai,2.0,Management,Startup,Advanced,1,2618098.65
34,Male,Bachelor,12,Sales Rep,Sales,Bangalore,3.0,Management,Enterprise,None,3,3617295.89
