Age,Gender,Education Level,Years of Experience,Job Role,Department,Location,Performance Rating,Skills,Company Tier,Certifications,Past Companies,Salary
41,Male,Bachelor,22,Data Scientist,IT,Kolkata,4.0,Communication,Startup,None,5,5735356.55
46,Female,Master,27,Data Scientist,IT,Bangalore,4.0,SQL,Startup,None,1,9152752.13
25,Male,Bachelor,4,Sales Rep,Sales,Remote,2.0,Management,Mid-Size,Basic,1,616072.63
31,Male,Bachelor,13,Software Engineer,IT,Remote,3.0,SQL,Startup,None,1,2200207.16
24,Female,Bachelor,5,Software Engineer,IT,Kolkata,4.0,Communication,Startup,Basic,5,1694834.8
39,Male,High School,21,HR Manager,HR,Delhi,5.0,Python,Enterprise,None,5,5153108.19
57,Female,Bachelor,39,Sales Rep,Sales,Remote,4.0,SQL,Mid-Size,Basic,1,5421843.62
43,Male,Master,25,Software Engineer,IT,Bangalore,1.0,Marketing,Mid-Size,None,5,10372355.19
55,Female,Master,33,Sales Rep,Sales,Hyderabad,1.0,Marketing,Startup,Basic,0,6399684.23
29,Female,Master,6,Marketing Specialist,Marketing,Remote,1.0,Python,Mid-Size,None,0,1151009.06
40,Female,Master,22,Data Scientist,IT,Remote,4.0,Communication,Startup,Basic,4,6422637.96
58,Male,Bachelor,36,Data Scientist,IT,Delhi,2.0,Marketing,Mid-Size,None,3,9985076.26
27,Male,Bachelor,6,Data Scientist,IT,Kolkata,5.0,Marketing,Startup,None,0,1690089.42
47,Male,Bachelor,28,Sales Rep,Sales,Remote,4.0,Management,Enterprise,None,4,5485776.71
55,Male,Bachelor,32,Sales Rep,Sales,Chennai,2.0,SQL,Mid-Size,Basic,2,5974187.22
27,Female,Bachelor,3,HR Manager,HR,Mumbai,2.0,Communication,Mid-Size,Advanced,3,1290224.01
58,Female,Bachelor,39,Data Scientist,IT,Bangalore,4.0,SQL,Mid-Size,None,0,11743451.42
54,Female,Bachelor,31,HR Manager,HR,Chennai,4.0,Communication,Mid-Size,None,2,6382694.71
43,Female,Bachelor,19,Data Scientist,IT,Kolkata,2.0,Marketing,Startup,Basic,4,5069926.67
42,Female,Master,23,HR Manager,HR,Hyderabad,,Management,Mid-Size,None,0,5748566.15
27,Female,Master,4,HR Manager,HR,Mumbai,2.0,SQL,Startup,Advanced,0,1321468.39
27,Male,Bachelor,8,Marketing Specialist,Marketing,Chennai,4.0,Marketing,Enterprise,Basic,5,3022571.7
25,Female,PhD,6,HR Manager,HR,Mumbai,2.0,Communication,Enterprise,Basic,2,3259105.66
51,Female,PhD,27,Sales Rep,Sales,Bangalore,1.0,,Startup,None,0,6234224.49
32,Female,Bachelor,13,HR Manager,HR,Kolkata,,SQL,Enterprise,None,1,3395130.24
51,Male,Bachelor,32,Data Scientist,IT,Remote,1.0,Marketing,Startup,Basic,5,7399188.91
52,,Bachelor,28,HR Manager,HR,Hyderabad,3.0,SQL,Startup,Advanced,5,7444963.54
45,Male,PhD,24,Software Engineer,IT,Kolkata,4.0,Management,Enterprise,Advanced,0,12636750.34
30,Female,Master,12,Data Scientist,IT,Mumbai,3.0,Management,Mid-Size,None,5,5587747.11
24,Female,Bachelor,4,Software Engineer,IT,Chennai,2.0,Marketing,Mid-Size,None,3,1444250.24
52,Male,Bachelor,30,Data Scientist,IT,Bangalore,2.0,Communication,Startup,None,2,8468551.61
58,Other,Bachelor,38,Sales Rep,Sales,Bangalore,5.0,Marketing,Startup,Basic,3,7502347.02
57,Male,Bachelor,37,Sales Rep,Sales,Kolkata,2.0,Management,Enterprise,None,4,8039756.92
45,Male,Bachelor,22,Sales Rep,Sales,Remote,3.0,Python,Startup,None,3,2657182.76
52,Male,Master,34,Software Engineer,IT,Chennai,2.0,Python,Startup,None,1,8559754.19
27,Female,Master,4,Marketing Specialist,Marketing,Remote,4.0,SQL,Mid-Size,None,5,1215976.47
23,Female,Master,5,Data Scientist,IT,Remote,2.0,SQL,Mid-Size,Advanced,5,2475697.15
41,,Master,17,Sales Rep,Sales,Chennai,5.0,Python,Mid-Size,None,1,3800377.17
49,Female,Master,25,Data Scientist,IT,Mumbai,2.0,Management,Startup,None,5,8991938.9
32,Male,Bachelor,14,Software Engineer,IT,Kolkata,3.0,SQL,Startup,None,3,2991111.87
25,Female,Master,6,Marketing Specialist,Marketing,Kolkata,3.0,Marketing,Startup,None,4,1478968.62
36,Female,Bachelor,15,Software Engineer,IT,Delhi,2.0,Marketing,Enterprise,None,0,4509029.02
27,Female,Master,8,Data Scientist,IT,Kolkata,3.0,Management,Startup,None,1,2469126.78
51,Male,Bachelor,30,Marketing Specialist,Marketing,Bangalore,3.0,SQL,Mid-Size,Basic,3,7789580.12
59,Other,Master,36,Marketing Specialist,Marketing,Mumbai,5.0,Marketing,Mid-Size,None,3,9567942.69
23,Female,Bachelor,2,Software Engineer,IT,Chennai,4.0,SQL,Enterprise,None,3,1346392.91
36,Male,Bachelor,13,Sales Rep,Sales,Kolkata,5.0,SQL,Enterprise,None,0,2690151.03
32,Female,Bachelor,8,Data Scientist,IT,Mumbai,1.0,Marketing,Startup,Basic,2,2376706.41
29,Male,High School,9,HR Manager,HR,Kolkata,5.0,Python,Startup,None,5,1461229.6
47,Female,Master,23,HR Manager,HR,Chennai,2.0,Marketing,Mid-Size,Basic,5,7319922.13
26,Male,Master,2,Software Engineer,IT,Hyderabad,4.0,Management,Startup,None,4,1268779.25
27,Female,Bachelor,7,Data Scientist,IT,Chennai,2.0,Communication,Mid-Size,Basic,2,2495884.96
47,Female,Bachelor,26,Data Scientist,IT,Chennai,1.0,,Mid-Size,None,5,8205578.74
25,Male,High School,4,Software Engineer,IT,Chennai,4.0,SQL,Enterprise,Advanced,4,2129487.67
40,Male,High School,17,Data Scientist,IT,Kolkata,3.0,SQL,Startup,None,4,3378705.02
41,Male,Bachelor,22,Sales Rep,Sales,Delhi,5.0,Marketing,Enterprise,None,3,5183030.88
54,Male,Master,31,Software Engineer,IT,Chennai,2.0,,Startup,Basic,1,8666960.96
41,Male,Bachelor,22,Sales Rep,Sales,Bangalore,1.0,Marketing,Mid-Size,None,3,4603958.62
33,Female,Bachelor,9,Data Scientist,IT,Bangalore,3.0,Communication,Mid-Size,Advanced,0,3880001.62
22,Male,Bachelor,2,Software Engineer,IT,Mumbai,5.0,,Mid-Size,None,5,1321774.55
47,Male,Bachelor,23,Data Scientist,IT,Delhi,3.0,Management,Mid-Size,Basic,4,7621557.51
35,Female,Bachelor,17,Software Engineer,IT,Mumbai,5.0,SQL,Enterprise,Basic,1,6710645.47
59,Male,Master,38,Data Scientist,IT,Bangalore,4.0,SQL,Enterprise,Advanced,5,29048823.43
58,Female,Bachelor,39,Sales Rep,Sales,Remote,3.0,Communication,Enterprise,Advanced,4,9229041.8
32,Female,High School,9,Sales Rep,Sales,Bangalore,3.0,SQL,Startup,Basic,4,1730018.95
57,Female,Bachelor,37,Data Scientist,IT,Hyderabad,3.0,Python,Enterprise,Basic,3,16769647.84
34,Female,Bachelor,15,Software Engineer,IT,Chennai,4.0,,Mid-Size,None,1,3896461.76
24,Female,Bachelor,1,HR Manager,HR,Remote,1.0,SQL,Startup,None,1,278732.63
54,Male,PhD,33,Sales Rep,Sales,Bangalore,5.0,Python,Startup,Basic,5,10806075.73
27,Male,Master,3,Sales Rep,Sales,Kolkata,3.0,Management,Startup,Advanced,4,1163207.06
31,Male,Bachelor,10,HR Manager,HR,Kolkata,4.0,SQL,Startup,Basic,1,1882842.02
26,Female,Bachelor,4,Data Scientist,IT,Mumbai,1.0,Python,Mid-Size,Advanced,1,1766762.8
44,Male,Bachelor,26,Software Engineer,IT,Remote,5.0,,Enterprise,Basic,5,8687026.81
31,Female,Bachelor,9,Data Scientist,IT,Mumbai,4.0,Marketing,Mid-Size,None,3,3281508.62
23,Other,Master,3,Marketing Specialist,Marketing,Chennai,5.0,Python,Mid-Size,None,2,1359064.21
34,Female,Master,15,Sales Rep,Sales,Chennai,3.0,Communication,Enterprise,None,0,3983126.28
23,Female,Bachelor,3,Marketing Specialist,Marketing,Hyderabad,,Communication,Startup,None,2,755604.12
41,Male,Bachelor,17,Sales Rep,Sales,Delhi,4.0,SQL,Enterprise,None,1,3734608.16
22,Female,Bachelor,0,Sales Rep,Sales,Mumbai,1.0,Marketing,Mid-Size,Advanced,4,363601.93
58,Female,Master,37,Marketing Specialist,Marketing,Chennai,3.0,Communication,Mid-Size,Basic,0,8790899.44
30,Male,Master,8,Marketing Specialist,Marketing,Mumbai,1.0,Communication,Startup,None,0,1740326.06
38,Male,Bachelor,16,Data Scientist,IT,Chennai,1.0,Marketing,Mid-Size,None,4,5010743.04
30,Female,Bachelor,6,Marketing Specialist,Marketing,Bangalore,2.0,Management,Startup,None,0,1213574.19
32,Female,Master,10,Data Scientist,IT,Mumbai,1.0,Communication,Mid-Size,None,4,4236639.85
36,Female,Bachelor,12,Data Scientist,IT,Bangalore,5.0,Python,Startup,None,0,3462229.89
45,Female,Bachelor,25,Data Scientist,IT,Mumbai,4.0,SQL,Enterprise,None,5,11170932.06
59,Female,Bachelor,38,Sales Rep,Sales,Delhi,2.0,Communication,Startup,None,5,5926527.54
56,Female,Master,37,Sales Rep,Sales,Hyderabad,4.0,Communication,Startup,None,2,7316194.96
51,Male,Bachelor,28,Marketing Specialist,Marketing,Kolkata,4.0,Management,Mid-Size,Advanced,0,5683179.55
52,Male,Bachelor,33,Sales Rep,Sales,Kolkata,3.0,Python,Startup,None,3,4641942.39
26,Male,Master,6,Marketing Specialist,Marketing,Kolkata,3.0,SQL,Mid-Size,None,4,1769625.67
35,Female,Bachelor,12,Sales Rep,Sales,Bangalore,2.0,Communication,Enterprise,None,0,3175102.32
32,Female,Bachelor,10,Software Engineer,IT,Remote,3.0,SQL,Mid-Size,None,5,2569012.15
30,Female,Bachelor,12,Software Engineer,IT,Chennai,3.0,Marketing,Startup,Basic,5,3518317.78
55,Male,High School,35,Marketing Specialist,Marketing,Kolkata,3.0,Communication,Mid-Size,Basic,4,5835167.9
33,Female,Master,13,Sales Rep,Sales,Delhi,4.0,Communication,Mid-Size,None,3,3040937.25
56,Female,High School,35,Sales Rep,Sales,Kolkata,2.0,Marketing,Enterprise,Basic,0,5614324.15
56,Female,Bachelor,37,Data Scientist,IT,Mumbai,4.0,Management,Startup,None,0,8317120.19
22,Female,Bachelor,2,HR Manager,HR,Bangalore,5.0,Communication,Mid-Size,Basic,3,1258213.31
43,Male,Master,23,Marketing Specialist,Marketing,Remote,4.0,SQL,Mid-Size,None,3,4529606.96
50,Female,Master,28,HR Manager,HR,Mumbai,5.0,Python,Startup,None,3,6746837.55
29,Male,Bachelor,7,HR Manager,HR,Remote,1.0,SQL,Startup,Basic,5,1257644.3
32,Male,High School,9,Marketing Specialist,Marketing,Mumbai,1.0,Management,Mid-Size,Basic,4,1830893.07
58,Male,Master,34,Sales Rep,Sales,Mumbai,5.0,Python,Enterprise,Basic,3,11503448.65
35,Female,Bachelor,11,Marketing Specialist,Marketing,Hyderabad,5.0,SQL,Enterprise,None,4,3893906.31
51,Other,Master,33,HR Manager,HR,Hyderabad,4.0,SQL,Mid-Size,None,2,9054212.46
56,,Master,32,Sales Rep,Sales,Chennai,5.0,Marketing,Startup,Advanced,0,6796572.35
42,Female,Master,21,Software Engineer,IT,Bangalore,2.0,Management,Startup,None,0,6154113.84
58,Female,Bachelor,40,Marketing Specialist,Marketing,Delhi,1.0,Marketing,Enterprise,None,1,8726913.59
26,,Bachelor,3,Marketing Specialist,Marketing,Delhi,1.0,Python,Enterprise,None,2,940559.86
40,Male,Master,18,Sales Rep,Sales,Delhi,5.0,Marketing,Enterprise,None,3,5490794.83
35,Male,Bachelor,11,Software Engineer,IT,Mumbai,3.0,Management,Mid-Size,None,3,3298011.33
47,Male,Bachelor,28,Software Engineer,IT,Hyderabad,3.0,Communication,Startup,None,5,7530616.93
25,Male,Master,3,Sales Rep,Sales,Bangalore,5.0,,Enterprise,None,2,1742589.48
46,Male,Master,25,Data Scientist,IT,Mumbai,2.0,,Mid-Size,Advanced,3,12071945.13
46,Male,Bachelor,24,Marketing Specialist,Marketing,Remote,3.0,Communication,Startup,None,1,2979515.83
39,Male,High School,18,Marketing Specialist,Marketing,Hyderabad,5.0,Marketing,Mid-Size,None,4,3551128.59
29,Other,Bachelor,8,HR Manager,HR,Hyderabad,2.0,Python,Startup,None,0,1492843.09
35,Male,Master,14,Sales Rep,Sales,Kolkata,2.0,Management,Startup,Basic,2,2683416.76
53,Male,PhD,30,HR Manager,HR,Kolkata,4.0,Python,Mid-Size,None,0,7657279.92
59,Male,Bachelor,38,HR Manager,HR,Bangalore,2.0,Python,Mid-Size,Basic,4,10611744.29
54,Female,High School,33,Software Engineer,IT,Remote,3.0,SQL,Enterprise,None,2,6774211.28
44,Male,Master,25,Marketing Specialist,Marketing,Bangalore,3.0,SQL,Startup,Basic,4,7248825.96
36,Male,Bachelor,18,HR Manager,HR,Bangalore,5.0,Python,Startup,None,3,4122452.46
54,Female,Bachelor,34,Software Engineer,IT,Mumbai,5.0,Communication,Startup,None,3,8070698.78
46,Male,PhD,28,Sales Rep,Sales,Chennai,2.0,SQL,Startup,Basic,3,6936769.64
38,Male,High School,17,HR Manager,HR,Bangalore,,Management,Startup,Basic,4,3305771.42
54,Male,Master,35,Marketing Specialist,Marketing,Kolkata,4.0,Marketing,Mid-Size,None,4,8334224.77
23,Male,High School,1,HR Manager,HR,Chennai,1.0,SQL,Mid-Size,None,4,340981.1
35,Male,Bachelor,16,Sales Rep,Sales,Mumbai,2.0,Python,Mid-Size,None,0,2679175.99
27,Male,Master,6,HR Manager,HR,Chennai,2.0,Communication,Enterprise,Basic,4,2867436.1
27,Female,Bachelor,8,Marketing Specialist,Marketing,Delhi,1.0,Marketing,Mid-Size,None,3,1651110.39
24,Female,PhD,0,Software Engineer,IT,Remote,4.0,SQL,Startup,None,1,538385.71
28,Female,Bachelor,9,Marketing Specialist,Marketing,Chennai,1.0,Communication,Startup,None,4,1730300.63
29,Male,Bachelor,8,Software Engineer,IT,Bangalore,5.0,Communication,Enterprise,Basic,1,4015097.38
36,Female,Bachelor,13,Data Scientist,IT,Mumbai,3.0,Communication,Mid-Size,Basic,3,4764459.24
50,Male,Bachelor,26,Marketing Specialist,Marketing,Remote,5.0,Python,Enterprise,Basic,4,6352116.46
54,Male,Bachelor,35,Marketing Specialist,Marketing,Bangalore,3.0,Management,Enterprise,None,0,9260727.82
51,Female,High School,31,Sales Rep,Sales,Remote,2.0,Communication,Enterprise,Advanced,0,4900491.39
48,Male,Bachelor,28,HR Manager,HR,Kolkata,4.0,Marketing,Enterprise,Basic,1,7237041.08
57,Male,Bachelor,38,Software Engineer,IT,Delhi,1.0,SQL,Mid-Size,Basic,5,11176434.35
50,Female,Master,27,Software Engineer,IT,Kolkata,4.0,Marketing,Startup,None,0,6039903.06
59,Female,Master,37,Sales Rep,Sales,Bangalore,1.0,Python,Enterprise,None,0,10735483.01
54,Male,Master,33,Sales Rep,Sales,Bangalore,,Python,Mid-Size,Basic,0,8410391.3
58,Female,High School,38,HR Manager,HR,Bangalore,5.0,Marketing,Startup,None,3,6530285.13
48,Other,Bachelor,26,HR Manager,HR,Hyderabad,1.0,Management,Mid-Size,None,0,5144963.47
54,Male,Master,35,Marketing Specialist,Marketing,Delhi,4.0,Python,Mid-Size,Basic,2,8821278.09
25,Male,Bachelor,3,Data Scientist,IT,Remote,1.0,,Enterprise,Basic,4,1433729.6
43,Male,High School,19,HR Manager,HR,Bangalore,2.0,Marketing,Mid-Size,Advanced,0,4189539.55
23,Male,Master,5,Sales Rep,Sales,Bangalore,5.0,Python,Startup,Basic,5,1841991.78
31,Male,Master,11,HR Manager,HR,Remote,2.0,Management,Enterprise,None,5,3516590.54
26,Female,Bachelor,7,Software Engineer,IT,Kolkata,5.0,Management,Enterprise,None,0,2453785.5
31,Female,High School,10,Data Scientist,IT,Kolkata,5.0,Management,Mid-Size,None,0,2305430.91
54,Female,Master,31,Marketing Specialist,Marketing,Bangalore,3.0,SQL,Startup,None,2,7413441.74
59,Male,Bachelor,35,Software Engineer,IT,Mumbai,2.0,Management,Startup,None,0,7084464.67
34,Female,Master,15,Software Engineer,IT,Hyderabad,2.0,Management,Mid-Size,None,0,4904057.41
52,Other,Master,31,Data Scientist,IT,Kolkata,3.0,SQL,Startup,None,4,9326243.67
57,Female,Master,34,Marketing Specialist,Marketing,Mumbai,4.0,Communication,Startup,Basic,5,9052213.71
45,Male,Bachelor,22,Sales Rep,Sales,Hyderabad,2.0,Python,Mid-Size,Advanced,2,5203978.43
36,Female,Bachelor,17,Marketing Specialist,Marketing,Bangalore,1.0,Management,Mid-Size,Basic,5,4763141.39
50,Male,Master,26,HR Manager,HR,Delhi,3.0,Python,Mid-Size,Basic,2,6981398.15
29,Male,Master,7,Software Engineer,IT,Chennai,2.0,Marketing,Startup,Basic,5,2655900.38
26,Male,Master,4,HR Manager,HR,Chennai,4.0,Python,Mid-Size,Advanced,0,1649882.39
50,Female,Bachelor,27,Sales Rep,Sales,Bangalore,2.0,SQL,Mid-Size,Basic,5,6740053.54
25,Female,Bachelor,3,HR Manager,HR,Kolkata,5.0,Python,Startup,Basic,5,1076130.42
33,Male,Master,15,Marketing Specialist,Marketing,Mumbai,1.0,Python,Startup,Advanced,2,4073030.43
23,Male,Master,0,HR Manager,HR,Delhi,3.0,Python,Mid-Size,Advanced,1,542977.6
48,Male,PhD,25,Sales Rep,Sales,Remote,5.0,Communication,Enterprise,None,2,6801109.36
52,Male,Master,31,Sales Rep,Sales,Hyderabad,4.0,Communication,Mid-Size,None,2,7358723.52
57,Male,Bachelor,35,Sales Rep,Sales,Bangalore,5.0,Marketing,Startup,None,2,6062157.72
57,Male,Master,33,Marketing Specialist,Marketing,Delhi,5.0,SQL,Startup,None,3,6843639.51
47,Female,Master,24,Sales Rep,Sales,Delhi,4.0,Python,Enterprise,None,3,6873248.28
48,Male,Bachelor,24,Software Engineer,IT,Kolkata,5.0,Python,Startup,None,3,5189345.46
26,Male,Master,8,Sales Rep,Sales,Hyderabad,3.0,Python,Mid-Size,None,2,2252625.71
41,Male,Bachelor,20,HR Manager,HR,Delhi,2.0,Python,Mid-Size,None,1,3751905.55
32,Female,Bachelor,13,HR Manager,HR,Kolkata,5.0,Communication,Startup,Basic,2,2508609.0
31,Female,Master,7,HR Manager,HR,Mumbai,3.0,Marketing,Enterprise,None,0,2551701.18
59,Female,Bachelor,36,Marketing Specialist,Marketing,Kolkata,2.0,Management,Mid-Size,Basic,1,6466005.8
27,Male,Bachelor,9,HR Manager,HR,Mumbai,2.0,SQL,Mid-Size,Basic,3,2320445.5
29,Female,Bachelor,9,Marketing Specialist,Marketing,Mumbai,5.0,,Startup,None,5,2074155.37
44,Male,Bachelor,26,Marketing Specialist,Marketing,Remote,3.0,Marketing,Startup,Advanced,5,4787145.38
47,Female,Bachelor,29,Sales Rep,Sales,Remote,5.0,Management,Mid-Size,None,4,4357980.0
33,Female,Bachelor,12,Software Engineer,IT,Delhi,4.0,Marketing,Mid-Size,None,1,3220225.85
47,Female,PhD,28,Sales Rep,Sales,Kolkata,2.0,Communication,Startup,None,3,5804842.32
34,Female,Bachelor,14,Sales Rep,Sales,Remote,5.0,Management,Startup,None,1,1684449.66
39,Female,Bachelor,17,Marketing Specialist,Marketing,Mumbai,2.0,Marketing,Startup,None,1,2901998.48
46,Male,High School,24,Marketing Specialist,Marketing,Remote,3.0,Communication,Enterprise,None,5,4238503.19
54,Female,Master,30,HR Manager,HR,Hyderabad,1.0,,Mid-Size,None,2,8004036.64
33,Male,Bachelor,15,HR Manager,HR,Delhi,5.0,Marketing,Enterprise,None,0,3822692.07
57,Female,Master,36,Sales Rep,Sales,Kolkata,5.0,Management,Startup,None,4,6590266.29
25,Male,Master,4,Data Scientist,IT,Kolkata,2.0,Communication,Enterprise,Basic,3,2559878.64
26,Male,Master,4,Data Scientist,IT,Chennai,3.0,Python,Startup,None,1,1569683.07
58,Male,Bachelor,34,HR Manager,HR,Kolkata,4.0,SQL,Mid-Size,None,4,6878988.51
29,Male,Master,5,Data Scientist,IT,Delhi,3.0,Management,Enterprise,None,1,2718605.09
49,Male,Bachelor,25,HR Manager,HR,Hyderabad,5.0,Communication,Startup,None,5,5515355.92
52,Female,PhD,32,Marketing Specialist,Marketing,Kolkata,4.0,Marketing,Mid-Size,None,0,7647763.32
30,Male,Master,11,Sales Rep,Sales,Chennai,3.0,Communication,Startup,Basic,5,2775609.64
50,Male,Bachelor,30,Software Engineer,IT,Delhi,1.0,SQL,Startup,None,4,6692993.45
35,Female,Bachelor,12,Sales Rep,Sales,Mumbai,2.0,SQL,Mid-Size,Basic,3,2623868.21
43,Male,Bachelor,20,HR Manager,HR,Bangalore,3.0,Python,Mid-Size,Basic,1,5138937.09
32,Female,Master,13,HR Manager,HR,Bangalore,3.0,Python,Mid-Size,None,0,3786748.85
44,Female,Bachelor,22,Sales Rep,Sales,Mumbai,1.0,SQL,Mid-Size,None,5,4471226.57
22,Female,Bachelor,3,HR Manager,HR,Remote,5.0,Management,Mid-Size,Advanced,4,1170907.6
58,Female,Bachelor,37,Data Scientist,IT,Kolkata,2.0,Management,Startup,Basic,5,9977624.39
42,Male,Master,19,Data Scientist,IT,Bangalore,3.0,Marketing,Startup,None,1,6655839.23
47,Female,Master,29,HR Manager,HR,Remote,4.0,Python,Enterprise,Basic,1,7930139.58
57,Male,Master,39,HR Manager,HR,Bangalore,3.0,Marketing,Startup,Basic,3,11164093.39
44,Male,Master,22,Data Scientist,IT,Mumbai,2.0,Python,Mid-Size,None,0,7444302.23
22,,Bachelor,1,HR Manager,HR,Kolkata,3.0,SQL,Startup,Basic,2,395348.31
36,Male,High School,16,HR Manager,HR,Kolkata,1.0,Management,Mid-Size,None,5,2861530.75
42,Female,Master,21,Sales Rep,Sales,Remote,3.0,Management,Mid-Size,None,1,3500424.26
30,,Bachelor,12,Software Engineer,IT,Mumbai,3.0,SQL,Startup,Advanced,4,3967284.04
30,Female,Bachelor,12,Data Scientist,IT,Remote,4.0,Marketing,Startup,Basic,5,3177646.77
31,Female,High School,8,Sales Rep,Sales,Kolkata,1.0,Marketing,Mid-Size,None,3,1082232.96
47,,Bachelor,26,Software Engineer,IT,Kolkata,1.0,Communication,Startup,None,3,5235461.8
56,Male,High School,35,HR Manager,HR,Delhi,3.0,Python,Startup,Basic,1,4720767.57
46,Female,Master,28,HR Manager,HR,Remote,4.0,Marketing,Mid-Size,Basic,1,5909597.01
47,Male,Bachelor,27,Sales Rep,Sales,Delhi,3.0,SQL,Startup,Basic,1,3913954.93
32,Female,Bachelor,10,HR Manager,HR,Mumbai,3.0,Marketing,Enterprise,Advanced,2,3880421.14
59,Female,High School,35,Marketing Specialist,Marketing,Hyderabad,2.0,Management,Mid-Size,Basic,1,6068986.05
23,Female,Master,1,Sales Rep,Sales,Bangalore,2.0,Python,Startup,None,5,568260.35
28,Male,Bachelor,7,Software Engineer,IT,Delhi,4.0,Communication,Mid-Size,None,5,2414294.71
39,Male,Master,17,Sales Rep,Sales,Bangalore,5.0,Python,Mid-Size,None,0,4187408.03
48,Male,Master,30,Data Scientist,IT,Chennai,2.0,Management,Startup,Basic,4,10751205.3
55,Male,Bachelor,37,Sales Rep,Sales,Mumbai,5.0,Management,Mid-Size,Basic,1,6975264.1
48,Female,PhD,27,HR Manager,HR,Hyderabad,1.0,Management,Startup,None,5,8506245.38
38,Male,PhD,17,HR Manager,HR,Chennai,2.0,Management,Startup,None,5,5041295.41
45,Male,Master,21,Marketing Specialist,Marketing,Chennai,2.0,SQL,Startup,None,5,4883071.52
46,Male,Master,22,Marketing Specialist,Marketing,Kolkata,4.0,Communication,Startup,None,2,4199831.84
28,Female,Bachelor,5,Marketing Specialist,Marketing,Chennai,5.0,Management,Startup,None,4,1291670.19
27,Female,Bachelor,6,Software Engineer,IT,Mumbai,2.0,Management,Mid-Size,None,3,2011504.48
45,Male,High School,25,Marketing Specialist,Marketing,Delhi,2.0,Marketing,Mid-Size,None,5,4194031.87
54,Male,High School,32,Software Engineer,IT,Mumbai,4.0,Communication,Mid-Size,None,1,6463551.17
50,Male,PhD,29,Marketing Specialist,Marketing,Delhi,4.0,Python,Mid-Size,None,5,9069308.15
43,Male,Bachelor,24,Software Engineer,IT,Chennai,5.0,Communication,Enterprise,None,4,8971935.11
47,Female,Master,24,Sales Rep,Sales,Chennai,1.0,Communication,Mid-Size,Basic,3,5912955.58
49,Female,Master,30,Sales Rep,Sales,Hyderabad,1.0,,Mid-Size,None,2,7000431.69
42,Male,Master,24,HR Manager,HR,Delhi,3.0,,Startup,Basic,0,4992717.74
28,Male,PhD,4,Software Engineer,IT,Chennai,2.0,Management,Enterprise,Basic,1,2718702.19
38,Other,Bachelor,16,Data Scientist,IT,Kolkata,5.0,SQL,Startup,None,0,3514612.74
41,Male,High School,20,HR Manager,HR,Bangalore,2.0,Python,Startup,None,2,3269042.08
41,Female,Bachelor,22,Sales Rep,Sales,Hyderabad,5.0,Marketing,Mid-Size,Advanced,4,5960643.67
43,Male,Bachelor,21,Software Engineer,IT,Mumbai,5.0,Communication,Startup,Basic,4,5934240.57
49,Male,High School,31,Marketing Specialist,Marketing,Hyderabad,5.0,Python,Startup,Advanced,2,5594635.74
28,Male,Bachelor,4,Data Scientist,IT,Bangalore,2.0,Python,Mid-Size,Basic,5,2252748.15
22,Female,Master,2,Sales Rep,Sales,Delhi,4.0,SQL,Mid-Size,None,2,851074.47
53,Other,Bachelor,30,HR Manager,HR,Mumbai,2.0,Marketing,Mid-Size,None,1,6043060.38
34,Male,Bachelor,12,Software Engineer,IT,Mumbai,5.0,Communication,Enterprise,None,3,4911671.7
51,Male,Master,29,Data Scientist,IT,Delhi,3.0,Marketing,Startup,None,0,7671726.73
44,Male,Bachelor,24,Software Engineer,IT,Remote,1.0,SQL,Startup,None,0,3550557.98
40,Male,High School,18,Marketing Specialist,Marketing,Remote,5.0,Management,Mid-Size,Basic,4,2717737.73
53,Male,Master,35,HR Manager,HR,Hyderabad,3.0,Python,Startup,None,5,9277819.18
